8
1,11,5
2,6,7
3,13,9
12,7,16
14,3,25
19,18,22
23,13,29
24,4,28
1
1,11,5
3
1,1,2
1,2,2
1,3,2
8
3,8,7
3,7,8
3,6,9
3,5,10
3,4,11
3,3,12
3,2,13
3,1,14
5
2,10,9
3,15,7
5,12,12
15,10,20
19,8,24
3
2,10,13
10,25,17
12,14,20
33
16493,110963,367198
31742,405217,366927
37703,651299,87691
41248,436289,869654
51724,202476,170123
53803,443890,865904
54954,742149,57085
78199,96016,232442
87989,511722,822908
91936,843617,370439
129310,993544,848982
147944,630757,916678
184561,285474,862797
224787,126022,804777
227369,13356,785051
232129,338156,371058
239439,484321,789341
253287,546192,744166
274734,36040,974056
285849,61225,726706
289850,23161,751863
294444,507390,751863
332254,266592,718382
349122,445306,506839
400749,973610,958175
403076,797777,567335
474175,284126,782417
581879,555787,749678
629971,197588,706458
693204,790601,719838
699649,87620,812516
754216,837926,922621
780619,241263,869798
9
2,70,4
3,30,8
6,41,100
7,70,15
10,102,30
15,76,25
60,91,80
70,72,90
85,59,120
1500
1,1,3000
2,2,2999
3,3,2998
4,4,2997
5,5,2996
6,6,2995
7,7,2994
8,8,2993
9,9,2992
10,10,2991
11,11,2990
12,12,2989
13,13,2988
14,14,2987
15,15,2986
16,16,2985
17,17,2984
18,18,2983
19,19,2982
20,20,2981
21,21,2980
22,22,2979
23,23,2978
24,24,2977
25,25,2976
26,26,2975
27,27,2974
28,28,2973
29,29,2972
30,30,2971
31,31,2970
32,32,2969
33,33,2968
34,34,2967
35,35,2966
36,36,2965
37,37,2964
38,38,2963
39,39,2962
40,40,2961
41,41,2960
42,42,2959
43,43,2958
44,44,2957
45,45,2956
46,46,2955
47,47,2954
48,48,2953
49,49,2952
50,50,2951
51,51,2950
52,52,2949
53,53,2948
54,54,2947
55,55,2946
56,56,2945
57,57,2944
58,58,2943
59,59,2942
60,60,2941
61,61,2940
62,62,2939
63,63,2938
64,64,2937
65,65,2936
66,66,2935
67,67,2934
68,68,2933
69,69,2932
70,70,2931
71,71,2930
72,72,2929
73,73,2928
74,74,2927
75,75,2926
76,76,2925
77,77,2924
78,78,2923
79,79,2922
80,80,2921
81,81,2920
82,82,2919
83,83,2918
84,84,2917
85,85,2916
86,86,2915
87,87,2914
88,88,2913
89,89,2912
90,90,2911
91,91,2910
92,92,2909
93,93,2908
94,94,2907
95,95,2906
96,96,2905
97,97,2904
98,98,2903
99,99,2902
100,100,2901
101,101,2900
102,102,2899
103,103,2898
104,104,2897
105,105,2896
106,106,2895
107,107,2894
108,108,2893
109,109,2892
110,110,2891
111,111,2890
112,112,2889
113,113,2888
114,114,2887
115,115,2886
116,116,2885
117,117,2884
118,118,2883
119,119,2882
120,120,2881
121,121,2880
122,122,2879
123,123,2878
124,124,2877
125,125,2876
126,126,2875
127,127,2874
128,128,2873
129,129,2872
130,130,2871
131,131,2870
132,132,2869
133,133,2868
134,134,2867
135,135,2866
136,136,2865
137,137,2864
138,138,2863
139,139,2862
140,140,2861
141,141,2860
142,142,2859
143,143,2858
144,144,2857
145,145,2856
146,146,2855
147,147,2854
148,148,2853
149,149,2852
